City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,Te Anau,NZ,-45.4167,167.7167,58.73,88,100,2.86,overcast clouds
277,Newton Abbot,GB,50.5286,-3.6119,55.08,92,100,1.01,overcast clouds
278,Progreso,MX,21.2833,-89.6667,83.1,86,0,8.1,clear sky
279,Fort Nelson,CA,58.8053,-122.7002,36.99,87,100,13.8,light rain
280,Corinto,GR,37.9407,22.9573,59.9,70,96,4.14,overcast clouds
281,Alofi,NU,-19.0595,-169.9187,76.89,94,100,4.61,overcast clouds
282,Yantal,RU,56.8471,105.2542,44.87,33,100,16.98,overcast clouds
283,La Palma,US,33.8464,-118.0467,66.9,83,75,6.91,broken clouds
284,Henties Bay,NA,-22.116,14.2845,55.58,89,0,9.82,clear sky
285,Manggar,ID,-2.8833,108.2667,84.87,72,99,6.6,light rain
286,Nara,JP,34.6851,135.8049,69.17,27,40,9.95,scattered clouds
287,Norman Wells,CA,65.282,-126.8329,42.84,52,75,4.61,broken clouds
288,Altay,CN,47.8667,88.1167,59.07,60,100,10.42,overcast clouds
289,Dakar,SN,14.6937,-17.4441,70.68,80,26,16.31,scattered clouds
290,Suntar,RU,62.1444,117.6319,44.83,74,56,16.35,light rain
291,Coihaique,CL,-45.5752,-72.0662,56.01,94,20,9.22,heavy intensity rain
292,Husavik,IS,66.0449,-17.3389,39.06,75,100,7.54,overcast clouds
293,Fukue,JP,32.6881,128.8419,73.76,64,40,5.75,scattered clouds
294,Beringovskiy,RU,63.05,179.3167,33.62,97,100,5.7,light snow
295,Novyy Yegorlyk,RU,46.3927,41.8716,48.67,61,89,6.67,light rain
296,Verkh-Chebula,RU,56.0308,87.6218,37.4,36,99,14.47,overcast clouds
297,Walvis Bay,NA,-22.9575,14.5053,47.35,93,0,6.91,clear sky
298,Sherbakul,RU,54.6316,72.3963,54.79,27,8,16.64,clear sky
299,Gvarv,NO,59.3875,9.1737,35.58,54,73,3.98,broken clouds
300,Leshukonskoye,RU,64.8989,45.7622,47.14,89,76,11.36,broken clouds
301,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,34.56,98,100,21.43,snow
302,Zhukovka,RU,53.534,33.728,53.87,76,100,7.76,overcast clouds
303,Inhambane,MZ,-23.865,35.3833,64.38,94,0,0.0,fog
304,Moree,AU,-29.4667,149.85,69.82,21,0,12.66,clear sky
305,Bushehr,IR,28.9684,50.8385,80.69,41,0,11.5,dust
306,Broken Hill,AU,-31.95,141.4333,60.67,48,0,8.37,clear sky
307,Andenes,NO,69.3143,16.1194,35.58,69,100,19.57,light rain
308,Korla,CN,41.7597,86.1469,69.42,48,100,19.01,overcast clouds
309,Thompson,CA,55.7435,-97.8558,57.36,72,75,3.44,broken clouds
310,Camacha,PT,33.0833,-16.3333,58.42,72,40,12.66,scattered clouds
311,Pachperwa,IN,27.5167,82.65,94.89,32,1,11.12,clear sky
312,Tougan,BF,13.0667,-3.0667,86.07,40,98,10.07,overcast clouds
313,Clyde River,CA,70.4692,-68.5914,8.83,92,40,2.3,scattered clouds
314,Taoudenni,ML,22.6783,-3.9836,80.08,11,0,15.82,clear sky
315,Kedougou,SN,12.5579,-12.1743,85.64,48,52,5.73,broken clouds
316,Madang,PG,-5.2246,145.7966,83.86,84,80,10.38,broken clouds
317,Teguise,ES,29.0605,-13.564,62.82,72,0,21.85,clear sky
318,Ostrovnoy,RU,68.0531,39.5131,33.13,79,97,14.29,overcast clouds
319,Abbeville,FR,50.1,1.8333,54.25,96,55,8.84,broken clouds
320,Raga,SS,8.4596,25.678,73.02,78,100,3.78,overcast clouds
321,Pacific Grove,US,36.6177,-121.9166,54.43,80,0,21.0,clear sky
322,Umm Kaddadah,SD,13.6017,26.6876,75.11,10,100,14.5,overcast clouds
323,Milkovo,RU,54.7167,158.6167,55.76,59,96,8.59,overcast clouds
324,Pechenga,RU,69.5259,31.1703,34.39,77,100,24.67,overcast clouds
325,Severnyy,RU,50.677,36.5532,46.44,53,0,4.47,clear sky
326,Osakarovka,KZ,50.565,72.5692,46.42,28,68,13.87,broken clouds
327,Gurun,MY,5.8172,100.4738,89.38,77,100,2.59,light rain
328,Lorengau,PG,-2.0226,147.2712,83.61,80,54,15.23,broken clouds
329,Guangyuan,CN,32.442,105.823,72.09,74,100,2.51,overcast clouds
330,Manuk Mangkaw,PH,4.8,119.85,83.12,77,99,7.47,overcast clouds
331,Lovozero,RU,68.005,35.0117,32.7,73,13,15.55,few clouds
332,Ambon,ID,-3.6954,128.1814,84.6,74,90,14.07,overcast clouds
333,Ivanava,BY,52.1451,25.5365,51.08,84,67,3.91,broken clouds
334,Khasan,RU,42.4308,130.6434,61.66,34,100,5.91,overcast clouds
335,Port Blair,IN,11.6667,92.75,87.84,74,75,13.8,broken clouds
336,Starachowice,PL,51.0374,21.0713,55.44,69,54,1.59,broken clouds
337,Burgeo,CA,47.6167,-57.6152,32.7,63,0,6.87,clear sky
338,La Ronge,CA,55.1001,-105.2842,43.05,87,75,2.3,broken clouds
339,Okhotsk,RU,59.3833,143.3,44.98,55,2,14.05,clear sky
340,San Miguel,SV,13.4833,-88.1833,82.06,89,20,5.75,few clouds
341,Ginir,ET,7.1333,40.7,61.18,75,63,3.74,broken clouds
342,Kununurra,AU,-15.7667,128.7333,87.78,20,1,12.66,clear sky
343,Kyaikto,MM,17.3,97.0167,89.22,58,98,5.59,overcast clouds
